Organization/Person Name,Description,Organization/Person Name URL,Specific VC Binary
Anand Babu Periasamy,"Anand Babu Periasamy - Co-Founder, CEO @ MinIO",https://www.crunchbase.com/person/anand-babu-periasamy,
Ratmir Timashev,"Ratmir Timashev possesses a rare combination of proven business savvy, forward-looking technical knowledge and market vision. Ratmir brings ...",https://www.crunchbase.com/person/ratmir-timashev,
Athensmed,Athensmed is an investment company that invests in seed-stage growth companies.,https://www.crunchbase.com/organization/athensmed,
Caravelle SA,"Caravelle SA is a family-owned diversified group of companies, investing in B to B activities as a stable majority shareholder.",https://www.crunchbase.com/organization/caravelle-sa,
Pfeffer Capital,Pfeffer Capital is a family investment firm investing in all stages of companies leveraging exponential tech.,https://www.crunchbase.com/organization/pfeffer-capital,
Williams Advanced Engineering,Williams Advanced Engineering is the technology and engineering services business of the Williams Group.,https://www.crunchbase.com/organization/williams-advanced-engineering,
11k Ventures,Business angel group that supports early-stage B2B Deep Tech startups.,https://www.crunchbase.com/organization/11k-ventures,
Wyss Zurich,Wyss Zurich is a joint accelerator of the University of Zurich and ETH Zurich (Swiss Federal Institute of Technology Zurich).,https://www.crunchbase.com/organization/wyss-zurich,
Craig Dewar,"Craig Dewar is the Founder, Director and Owner of intech Payment Solutions. He previously worked at J.P. Morgan as a Vice President. Craig D...",https://www.crunchbase.com/person/craig-dewar,
Enrico Pandian,Enrico Pandian is the Co-Founder and CEO of StartupGym and the Founder of FrescoFrigo. He previously worked at Checkout Technologies as a Co...,https://www.crunchbase.com/person/enrico-pandian,
GF Group Holding,"GF Group Holding engages in the fields of private equity, real estate and management manage asset operates.",https://www.crunchbase.com/organization/gf-group-holding,
UNIQA,UNIQA offer covers all lines of personal and property insurance.,https://www.crunchbase.com/organization/uniqa,
GS Caltex,"GS Caltex provides energy, energy that creates harmony between people and builds a bridge to the future.",https://www.crunchbase.com/organization/gs-caltex,
Andy Cohen,Andy Cohen is the Advisor and Angel Investor at Cohen Global LLC. He is an accomplished executive with 25 years of experience successfully g...,https://www.crunchbase.com/person/andy-cohen,
Autonomy Capital,Autonomy Capital: A thematic global macro investment firm with a locally focused perspective.,https://www.crunchbase.com/organization/autonomy-capital,
RAB Capital,RAB Capital plc is a privately owned hedge fund sponsor. ,https://www.crunchbase.com/organization/rab-capital,
MairDumont,"MairDumont is a travel publisher company that provides travel, leisure, and mobility media in Europe.",https://www.crunchbase.com/organization/mairdumont,
Jan Beckers,Jan Beckers is the Founder and Chief Investment Officer at BIT Capital. He studied at Münster University of Münster,https://www.crunchbase.com/person/jan-beckers,
Synergence,"Synergence is a design office and a communication agency, provides consulting and communication services for clients.",https://www.crunchbase.com/organization/synergence,
Bridge Nexus Media,"Online agency dedicated to transforming brands through cutting-edge marketing strategies, combining nearly 2 decades of expertise.",https://www.crunchbase.com/organization/rentabilisense-sl,
TrustPad,TrustPad is a multi-chain IDO platform that allows projects to raise liquidity in a safe way.,https://www.crunchbase.com/organization/trustpad,
Marcus Segal,SVP of Operations at Zynga. Attended Pepperdine Graziadio Business School.,https://www.crunchbase.com/person/marcus-segal,
Abbey International Finance,Abbey International Finance Group ,https://www.crunchbase.com/organization/abbey-international-finance,
GLD Invest / GLD Holding AB,GLD Invest is a private company investing in the early venture phase of companies.,https://www.crunchbase.com/organization/gld-invest-ab,
nfactory,nfactory is an interactive content creation platform for marketers and designers.,https://www.crunchbase.com/organization/nfactory,
Gravitation,Gravitation is the investment holding company of Charles Beigbeder. The company is stage agnostic.,https://www.crunchbase.com/organization/gravitation,
Milky Way Ventures,Milky Way Ventures is an eCommerce focussed incubator creating marketplace startups in Italy.,https://www.crunchbase.com/organization/milky-way-ventures,
Christophe Lassuyt,"Christophe Lassuyt co-founded Request Finance, the ultimate enterprise finance platform for crypto and fiat. The product helps Startups and...",https://www.crunchbase.com/person/christophe-lassuyt,
Wim Derkinderen,"Wim Derkinderen is the Founder, Director, and Board member of FixForm.",https://www.crunchbase.com/person/wim-derkinderen,
Wider Wake Networks,"Wider Wake is a forum within which its members exchange information about pre-screened.early stage, and potentially high yielding",https://www.crunchbase.com/organization/wider-wake-networks,
Alice Bentinck,"Alice Bentinck is co-founder of Entrepreneur First, the early stage investor that builds deep tech companies from scratch. EF invests in ind...",https://www.crunchbase.com/person/alice-bentinck-2,
Fullbrook Thorpe Investments,Fullbrook Thorpe Investments is a private equity fund that invests both directly and as partners with other private equity businesses.,https://www.crunchbase.com/organization/fullbrook-thorpe-investments,
Cornerstone Partners,Cornerstone Partners is an investment platform owned by Przemysław Krych and Maciej Dyjas.,https://www.crunchbase.com/organization/cornerstone-partners,
Octopus Labs,Turn your high-performing fintech firm into a high-flying scale-up.,https://www.crunchbase.com/organization/octopus-labs,
Christoph Baumeister,"Christoph is an early-stage deeptech investor with strong entrepreneurial roots, having transitioned to the investor side after co-founding ...",https://www.crunchbase.com/person/christoph-baumeister,
Rise Partners,Rise Partners is a management consulting firm that specializes in financial strategy and advisory services to startup businesses.,https://www.crunchbase.com/organization/rise-partners,
Venture Club,Venture Club is a private club for investors interested in commonly unavailable investment opportunities and projects and business plans.,https://www.crunchbase.com/organization/venture-club-invest,
Jussi Laakkonen,"CEO and founder of Applifier, cross-promotion network for social games and apps reaching tens of millions of MAU. Everyplay, Laakkonen's sta...",https://www.crunchbase.com/person/jussi-laakkonen,
Swiss Federal office of Energy,Swiss Federal Office of Energy is a national competence center for energy supply and energy-related issues.,https://www.crunchbase.com/organization/swiss-federal-office-of-energy,
Rockspring,"Rockspring is focused on offering strategic advice, supported by direct investment from their own balance sheet.",https://www.crunchbase.com/organization/rock-spring,
FIDURA Capital Consult,"FIDURA Capital Consult specializes in advising growth-oriented, mid-size companies in the search of capital.",https://www.crunchbase.com/organization/fidura-capital-consult,
Konstantin Mehl,"Konstantin Mehl is the President, CEO, and founder of Kaia Health. Konstantin is a serial entrepreneur. His last company foodora, a global f...",https://www.crunchbase.com/person/konstantin-mehl,
Monica Sarbu,Monica Sarbu is the Founder and CEO at Xata.io.,https://www.crunchbase.com/person/monica-sarbu,
UKSE,"UKSE provides custom solutions to businesses in steel areas with investments, business development, loans, and premises.",https://www.crunchbase.com/organization/ukse,
Mischa Rurup,"Mischa Rurup is an entrepreneur, founder and CEO of Usercentrics, a GDPR solution for enterprise customers and online marketing agencies.",https://www.crunchbase.com/person/mischa-rürup,
Alex Turbanov,"Alex is a co-founder of Somersault Ventures and a seasoned investment professional with over 10 years of experience in private markets, incl...",https://www.crunchbase.com/person/alexander-turbanov,
Vereinigte Volksbank Raiffeisenbank,The Vereinigte Volksbank Raiffeisenbank provides banking services.,https://www.crunchbase.com/organization/vereinigte-volksbank-raiffeisenbank,
Franger Investment,Franger Investment is an investment and financial services company.,https://www.crunchbase.com/organization/franger-investment-kgaa,
Francesco Simoneschi,"Francesco Simoneschi is the co-Founder and Chief Executive Officer of TrueLayer.  In three short years, Francesco and his co-Founder Luca M...",https://www.crunchbase.com/person/francesco-simoneschi,
Joanna Invests,Joanna Invests helps women to understand investing and supporting female founders with funding.,https://www.crunchbase.com/organization/joanna-invests,
Talanx,Talanx is a provider of insurance and reinsurance products and services.,https://www.crunchbase.com/organization/talanx-ag,
Simon Beckerman,"Simon Beckerman is the founder of Depop, a peer-to-peer social shopping app based in London.",https://www.crunchbase.com/person/simon-beckerman,
Joachim Schoss,"Joachim Schoss is based out of Zurich and is the Co-Founder of Afirmo. Joachim previously worked at Scout24 Group as a Founder, CEO and Chai...",https://www.crunchbase.com/person/joachim-schoss,
Eros Resmini,"Eros Resmini - Partner, Sales And Marketing @ 9+ Program",https://www.crunchbase.com/person/eros-resmini,
Black Edge Capital,Black Edge Capital was a venture capital firm.,https://www.crunchbase.com/organization/black-edge-capital-9b19,
Goldbeck,Goldbeck builds future-oriented commercial properties in Europe.,https://www.crunchbase.com/organization/ortwin-goldbeck-holding-se,
Kieran Flanagan,Kieran Flanagan was the VP Marketing/Growth at HubSpot.,https://www.crunchbase.com/person/kieran-flanagan,
