Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Propulsion Ventures,Propulsion Ventures is a Telesystem-sponsored venture capital firm that invests in early-stage software companies in Canada.,https://www.crunchbase.com/organization/propulsion-ventures,,0
Claris Ventures,Claris Ventures is a venture capital firm focused on early-stage investments in high potential biopharma companies.,https://www.crunchbase.com/organization/claris-ventures,,1
Triptyq Capital,Pre seed and seed VC investing in digital entertainment and interactive media,https://www.crunchbase.com/organization/triptyq-capital,,1
E15 VC,E15 VC is a stage and geographically agnostic venture capital firm,https://www.crunchbase.com/organization/e15vc,,0
IncuVest,IncuVest is a Singapore-based early and growth-stage tech investment platform,https://www.crunchbase.com/organization/incuvest-pte-ltd,,0
Länsförsäkringar,Länsförsäkringar is a Swedish group of public insurance companies.,https://www.crunchbase.com/organization/lnsfrskringar-skne,,0
40Jemz Ventures,40Jemz Ventures is an investment firm. Its mission is to identify and finance the most promising early-stage businesses.,https://www.crunchbase.com/organization/40jemz-ventures,,0
SharesPro,"SharesPro is a firm that invests in U.S. technology companies, both public and private.",https://www.crunchbase.com/organization/sharespro,,0
Philian Invest,Philian Invest is an investment vehicle owned and used by Karl-Johan Persson.,https://www.crunchbase.com/organization/philian-invest,,0
Connectico Capital,Our vision is to be at the forefront of the Web3 revolution!,https://www.crunchbase.com/organization/connectico-capital,,1
Katalysen Ventures,"Nordic Venture Developer, advancing early-stage ventures with hands on expertise, capital and networks.",https://www.crunchbase.com/organization/katalysen-partners,,0
Nabtesco Technology Ventures,"Nabtesco Technology Ventures provides cutting-edge technology in manufacturing, robotics, and motion control.",https://www.crunchbase.com/organization/nabtesco-technology-ventures,,1
Metsa Spring,Metsä Spring invests in promising startups with a link to wood or forestry.,https://www.crunchbase.com/organization/metsa-spring,,1
GED Ventures Portugal,"#Tech4Purpose – Investing in innovative, global and purpose-driven ESG-friendly ethos technologies",https://www.crunchbase.com/organization/ged-ventures-portugal,,0
Bring Ventures,Bring Ventures is the Corporate Venture arm of the Norway Post Group investing in sustainability and digitization.,https://www.crunchbase.com/organization/bring-ventures,,1
Hive Hatch,"Your dedicated operations team. Providing hands-on, real human business support so you can make strategic decisions.",https://www.crunchbase.com/organization/hive-hatch,,0
COSIMO Ventures,COSIMO provides an active management approach for the growth acceleration of great technology companies across the globe.,https://www.crunchbase.com/organization/cosimo-venture-partners,,0
RedSeed Ventures,We invest in Early Stage Ventures. We partner with founders to turn Innovative Business Models into Successful International Companies,https://www.crunchbase.com/organization/redseed-ventures,,0
Lancer Capital,"Lancer Capital focuses on DeFi Web3 infrastructure, privacy security, NFT collections, Polkadot and Cosmos cross-chain ecosystems.",https://www.crunchbase.com/organization/lancer-capital,,1
Daruan VC,Daruan VC is a Madrid-based investment firm that finances seed stage companies in Spain.,https://www.crunchbase.com/organization/daruan-vc,,0
Soläng Invest,Soläng Invest is a family-owned investment company that is purpose-driven with a main focus on impact investments.,https://www.crunchbase.com/organization/solang-invest,,0
Skagerak Maturo,Skagerak Maturo is an early-stage technology investor,https://www.crunchbase.com/organization/skagerak-maturo,,0
Fundacion Creas,Believe it invests in projects whose mission is to create social and environmental value.,https://www.crunchbase.com/organization/fundacion-creas,,1
Firda,Firda is an investment company based in Norway that empowers Norwegian tech startups to become global leaders.,https://www.crunchbase.com/organization/firda,,0
Media Digital Ventures,Media Digital Ventures is the market leader in Growth Media for Equity Investing,https://www.crunchbase.com/organization/media-digital-ventures,,0
Galaxy Investment Partners,Galaxy Investment Partners is a NYC based multi-strategy investment firm that focuses on digital assets and blockchain technology.,https://www.crunchbase.com/organization/galaxy-investment-partners,,1
INNVIERTE ECONOMIA SOSTENIBLE SICC SME SA,CDTI,https://www.crunchbase.com/organization/innvierte-economia-sostenible-sicc-sme-sa,,0
Buenavista Equity Partners,Buenavista Equity Partners is an independent Private Equity group operating in the Iberian Peninsula and South-Eastern Europe.,https://www.crunchbase.com/organization/ged-capital,,0
Grow Venture Partners,Grow Venture Partners is a venture capital firm.,https://www.crunchbase.com/organization/grow-venture-partners,,0
Game Seer Venture Partners,Gamers investing back in the industry,https://www.crunchbase.com/organization/game-seer-venture-partners,,0
SEB Greentech Venture Capital,"SEB Greentech Venture Capital invests in green technology, concentrating on revolutionary concepts.",https://www.crunchbase.com/organization/seb-greentech-venture-capital,,1
Alpine Venture Capital,Alpine Venture Capital operates as a venture capital firm that supports seed stage founders worldwide.,https://www.crunchbase.com/organization/alpine-venture-capital,,0
Axel Johnson,Axel Johnson is the corporate home for a collection of diverse industry-leading businesses.,https://www.crunchbase.com/organization/axel-johnson,,0
Propel Capital,Propel Capital supports bold leaders creating a just and equitable future.,https://www.crunchbase.com/organization/propel-capital-5b03,,0
Tech4Planet,Tech4Planet helps new businesses created in environmental sustainability-focused research labs gain access to markets and develop.,https://www.crunchbase.com/organization/tech4planet-8018,,1
Moonstone,Moonstone is a venture capital firm investing in pre-seed and seed-stage startups solving impactful unsolved problems.,https://www.crunchbase.com/organization/moonstone,,0
Delta Partners Capital Limited,"Delta Partners is a Private Equity arm focuses on the telecoms, and provide funding to fund companies’ growth in emerging markets.",https://www.crunchbase.com/organization/delta-partners-capital-limited,,0
MedFocus Fund,The MedFocus Fund is a family of private equity funds which concentrate in early-stage investments in new medical device technologies.,https://www.crunchbase.com/organization/medfocus-fund,,1
Back in Black,Back in Black is a Swedish venture capital firm backed by the Lundin Family.,https://www.crunchbase.com/organization/back-in-black,,0
Doorway,Doorway provides a platform for Venture capital firms to find the right investment opportunities and also provides consulting for same.,https://www.crunchbase.com/organization/doorway-platform,,0
BreakawayGrowth Fund,BreakawayGrowth Fund invests in bold founders helping them throughout the startup journey to global dominance.,https://www.crunchbase.com/organization/breakaway-growth-fund,,0
Successful Ventures,Successful Ventures Group focuses on creating a better customer experience during the stressful moving process.,https://www.crunchbase.com/organization/successful-ventures,,0
Emurgo ventures,EMURGO Ventures is a venture capital initiative that promotes and finances Cardano blockchain startups and middleware development.,https://www.crunchbase.com/organization/emurgo-ventures,,1
Reale Group,Reale Mutua Assicurazioni is one of the most important insurance company in Italy,https://www.crunchbase.com/organization/reale-mutua-assicurazioni,,0
Handshake Ventures,Handshake Ventures is an investment firm.,https://www.crunchbase.com/organization/handshake-ventures,,0
Phoenix VC,Phoenix VC is a venture capital firm focused on blockchain technology and the digital currency ecosystem.,https://www.crunchbase.com/organization/phoenix-vc,,1
Kalonia Venture Partners,Kalonia Venture Partners is a venture capital firm.,https://www.crunchbase.com/organization/kalonia-venture-partners,,0
a|impact,"a|impact invest in the prevailing form of equity or quasi-equity , focusing our operations mainly on companies.",https://www.crunchbase.com/organization/a-impact,,0
QPDigital,Venture Capital Firm 2.0.,https://www.crunchbase.com/organization/quarter-partners,,0
New Nordic Ventures,NNV is a seed stage VC fund. We invest in B2B startups from CEE and CIS region and help them to expand internationally,https://www.crunchbase.com/organization/new-nordic-ventures-e6ad,,0
Wiski Capital,Venture capital firm focused on tech startups.,https://www.crunchbase.com/organization/wiski-capital,,0
Sarsia Seed Management,"Sarsia Seed Management is a Norwegian company that caters to early-stage energy, cleantech, biotech, and life science companies.",https://www.crunchbase.com/organization/sarsia-seed-management,,1
Toro Ventures,"Toro Ventures is a venture capital fund based in Monterrey, Mexico and San Francisco. We empower entrepreneurs to build a better future.",https://www.crunchbase.com/organization/toro-ventures,,0
