Organization Name,Organization Name URL,Description,B2B Binary
Tilkee,https://www.crunchbase.com/organization/tilkee,Tilkee is a cloud based app that increases sales team's closing rate and optimizes prospects follow-up by tracking business proposals.,1
hestiia,https://www.crunchbase.com/organization/hestiia,hestiia is a manufacturing company that developms smart electric radiators that are eco-friendly.,1
Ween,https://www.crunchbase.com/organization/ween,Ween's ambition is to make their living spaces autonomous.,0
Klaxit,https://www.crunchbase.com/organization/klaxit,Klaxit is a French startup that offers carpooling services to all pass holders in 9 cities in France.,0
Glowee,https://www.crunchbase.com/organization/glowee,"Glowee is developing a living, biological light system that is revolutionizing the light industry.",0
VeraCash,https://www.crunchbase.com/organization/veracash,VeraCash is the online account and payment card backed by precious metals.,0
SnapCall,https://www.crunchbase.com/organization/snapcall-13b9,SnapCall is replace phone number in a website or mobile application by SnapCall button.,1
Antescofo,https://www.crunchbase.com/organization/antescofo,Antescofo empowers mobile devices with musical AI.,1
Valoo,https://www.crunchbase.com/organization/cbien,Valoo is a digital management platform for belongings.,0
LiveTonight,https://www.crunchbase.com/organization/livetonight,LiveTonight is the referencing platform for live music events and DJ sets in bars.,0
WayKonect,https://www.crunchbase.com/organization/waykonect,WayKonect is a connected solution.,1
Les Grappes,https://www.crunchbase.com/organization/les-grappes,Les Grappes is an online website that lists vignerons that offer a selection of wines in different regions.,0
KIPLIN,https://www.crunchbase.com/organization/kiplin,Games to prevent sedentary lifestyle and to help you walk and move daily,0
Livejourney,https://www.crunchbase.com/organization/livejourney,Livejourney is a Process Mining software developed by Your Data Consulting since 2016.,1
Hemblem,https://www.crunchbase.com/organization/hemblem,Hemblem is a unique approach in the influencer market.,1
Alkion BioInnovations,https://www.crunchbase.com/organization/alkion-bioinnovations-alkinnov,Alkion BioInnovations is a biotechnology company based in France.,1
Luko,https://www.crunchbase.com/organization/luko,Luko is a neo-insurance company that provides home insurance and security technology.,0
Karnott,https://www.crunchbase.com/organization/karnott,Karnott is a tool that automatically calculates agricultural mechanization loads by connecting to farm equipment and centralizing the data.,1
Urban Canopee,https://www.crunchbase.com/organization/urban-canopee,Urban Canopee designs and manufactures green infrastructures in urban areas.,1
HARDLOOP,https://www.crunchbase.com/organization/hardloop-2,"Marcher, courir, grimper, glisser : découvrez chaque jour de nouvelles aventures sportives et le matériel pour les réaliser.",0
KNOT,https://www.crunchbase.com/organization/samocat,Universal docking solution for bike & scooter sharing,1
Viti-Tunnel,https://www.crunchbase.com/organization/viti-tunnel,"Viti-Tunnel is a company that provides retractable tunnel device for vines to protect against rain, hail, frost and weather damage.",1
The Treep,https://www.crunchbase.com/organization/the-treep,The Treep develops a Mobility Planner that allows you to find the best solution for getting from A to B.,0
InFlectis BioScience,https://www.crunchbase.com/organization/inflectis-bioscience,InFlectis BioScience is a private drug discovery company aiming at targeting.,1
AntVoice,https://www.crunchbase.com/organization/antvoice,AntVoice is a company that provides a personalized UX for each kind of business.,1
Nestor,https://www.crunchbase.com/organization/nestor,Nestor is a delivery service for dishes prepared by chefs.,0
Stootie,https://www.crunchbase.com/organization/stootie,Stootie is a buyer-focused classifieds platform.,0
ALCMEON,https://www.crunchbase.com/organization/alcmeon,ALCMEON is a provider of Frontline platform for B2C brands' engagement on social media and mobile.,1
Javelo,https://www.crunchbase.com/organization/javelo,Javelo is provider of a goal management application intended to boost the engagement of employees while transparently measuring performance.,1
WeProov,https://www.crunchbase.com/organization/weproov,WeProov Fleet is a damage and claim management platform leveraged by AI for fleet managers,1
Nestwave,https://www.crunchbase.com/organization/nestwave,Nestwave is a provider of advanced geolocation solutions for the IoT market.,1
Eyesee Drone,https://www.crunchbase.com/organization/eyesee-drone,Eyesee drone inventory solution is designed to secure the control of stocks and locations of merchandise stored in warehouses.,1
Julie Desk,https://www.crunchbase.com/organization/julie-desk,Julie Desk is a virtual assistant that uses artificial intelligence to schedule meetings and appointments of a user.,1
Japet Medical,https://www.crunchbase.com/organization/japet-medical-devices,Japet Medical Devices is a French biomedical company developing robotic equipment for the most advanced quality of treatment.,1
Quasardb,https://www.crunchbase.com/organization/bureau-14,Quasardb is a non-relational database innovating and developing software for data storage and management.,1
Walnut Algorithms,https://www.crunchbase.com/organization/walnut-algorithms,Walnut Investments is a quantitative investment management company.,1
Ermeo,https://www.crunchbase.com/organization/ermeo,Ermeo standardize your business processes and create more collaboration between your teams.,1
Merci Handy,https://www.crunchbase.com/organization/merci-handy,Merci Handy is a cosmetic brand.,0
Vaonis,https://www.crunchbase.com/organization/vaonis,Vaonis is a French society specialized in the research and development of a new generation of telescopes.,0
Jam,https://www.crunchbase.com/organization/jam-3,Jam is a creator of SMS texting response service based on AI.,0
Selency,https://www.crunchbase.com/organization/brocante-lab,Selency is a community platform specialising in pre-owned furniture and decor items.,0
Promyze,https://www.crunchbase.com/organization/promyze,Promyze is a platform and tool for software development practices.,1
CetteFamille,https://www.crunchbase.com/organization/cettefamille,CetteFamille offers accommodation for the elders.,0
La Ruche qui dit Oui,https://www.crunchbase.com/organization/la-ruche-qui-dit-oui,La Ruche qui dit Oui is an e-commerce platform where users group themselves to buy directly from their local farmers.,0
Brigad,https://www.crunchbase.com/organization/brigad,Brigad is an app that enables self-employed professionals and businesses to connect for short-term missions.,1
Olikrom,https://www.crunchbase.com/organization/olikrom,"Olikrom is a designer of intelligent pigments able to respond reversibly or irreversibly to the action of temperature, light and pressure.",1
Fasteesh,https://www.crunchbase.com/organization/fasteesh,Medical device for caregivers allowing efficient toothbrushing in 10 seconds in establishments or at home.,0
Bergamotte,https://www.crunchbase.com/organization/bergamotte,Bergamotte offers a delivery service of flowers and plants throughout France.,0
Mobility Tech Green,https://www.crunchbase.com/organization/mobility-tech-green,Mobility Tech Green always offered innovative technological tools for companies and collectivities to help them improve their vehicles.,1
Kombo,https://www.crunchbase.com/organization/sobus,Kombo is a website comparing and booking bus tickets for journeys.,0
Needhelp,https://www.crunchbase.com/organization/needhelp,Needhelp is a peer-to-peer home services platform.,0
BIOMODEX,https://www.crunchbase.com/organization/biomodex-2,BIOMODEX is a medical technology company using 3D printing to create tissue-like anatomical twins for rehearsal of surgeries.,1
Qopius,https://www.crunchbase.com/organization/qopius,"Qopius digitizes shelves to help retailers measure shelf performance, increase productivity and reduce out-of-stock scenarios.",1
Citygo,https://www.crunchbase.com/organization/citygoo,Citygo is the city carpool application that allows to move easily from suburb to suburb.,0
SmartCatch,https://www.crunchbase.com/organization/smartcatch-9df6,"SmartCatch brings value-added liquid biopsy technology to empower clinicians, researchers, and industry in the fight against cancer.",1
QuiToque,https://www.crunchbase.com/organization/quitoque,QuiToque offers a French meal kit delivery service.,0
